OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,9185,5751,9379,158,4989,7505,4893,9246,7720,2872
+,9174,4419,934,2902,917,9636,1459,6547,324,399
+,366,7190,6018,5382,1131,6061,7584,4851,5539,9222
+,2259,6736,6942,8611,3267,9831,3517,4298,7826,9543
-,5530,2750,2994,2878,3589,4954,1219,6231,9705,9564
+,1523,6130,8288,4939,5575,8501,504,3558,7078,292
+,7672,8062,1454,2582,2042,514,716,5973,9109,8320
+,8688,9525,6998,8488,3054,2805,4192,3603,2416,3077
+,7925,3994,3453,6459,6960,3787,1347,5903,6934,9370
+,3666,2534,5189,5645,7554,6014,8029,5086,5986,499
+,618,9870,1696,9920,2342,5680,9781,4725,5873,5457
+,2016,5165,2312,1096,9320,7227,6871,4443,5206,913
+,6310,7205,6129,3845,9225,2286,665,7608,976,3371
+,5909,4368,9306,1041,9066,8882,7094,3528,9827,4102
+,7846,8179,1888,1651,6797,3897,2839,1981,2714,8387
-,4010,6775,4094,7034,2365,2600,5396,5838,7560,780
+,2148,1081,8529,2708,2362,1119,3006,2562,9485,3942
+,6491,3152,3035,3585,4595,9388,7106,2643,1630,3741
+,7287,5360,2763,7131,8764,9937,8089,9251,8338,6906
+,1670,2659,5955,3949,7464,8273,2002,6957,4280,5196
+,2863,4185,9895,9675,9506,9034,3407,258,8195,1719
+,3190,1073,6234,881,4174,9265,7776,4622,7558,5275
+,6897,9438,1478,5099,698,8545,4413,81,7746,2268
+,8553,8055,205,7546,4571,2495,1885,5514,482,3927
+,9622,5858,7920,1042,1460,413,7655,6703,5772,3790
+,7693,3620,1131,7382,5431,1201,4759,9246,6391,4375
-,6948,2192,1906,1334,1333,5142,853,5631,2040,7063
+,3712,6770,6385,4708,631,2578,3733,2672,4748,1532
+,6648,1784,3583,4441,229,6572,8806,4064,5271,1426
+,7016,8794,1546,7496,9369,3665,2845,9643,4395,1987
+,8803,4269,5833,1619,1798,338,1453,4671,6833,2610
+,8707,4958,5040,9067,9076,1959,4730,4321,7340,2953
+,6595,6625,5940,2730,3281,7296,3635,8771,2526,1248
+,3481,9223,8971,8031,8271,787,9913,9699,1687,2466
+,5882,793,2615,4766,9246,4988,2736,1159,3771,6496
+,6588,2710,2014,6718,677,1956,3053,7345,8549,3685
+,9302,348,7484,2633,8357,548,689,305,126,9027
-,2274,3039,4548,3303,9964,637,6390,7590,537,9589
+,9929,734,7487,73,2361,5926,5679,1479,1359,1330
+,8161,9707,238,2735,5734,4021,348,9757,2699,1279
+,6806,4783,2724,5858,3791,8426,910,2049,1579,9931
+,1367,5817,3149,370,5680,3964,5345,8901,417,4995
+,7788,3245,1877,1029,8743,2145,1200,7350,9452,7857
+,5100,984,3719,8743,7224,859,6034,4282,9270,4947
+,2740,7994,391,6501,225,8030,1540,1333,9302,8487
+,740,6041,5910,6243,1244,4809,3633,3334,2394,4780
+,9349,23,8821,6781,9395,7941,1905,6657,3198,1301
+,9545,3271,3785,24,1603,3828,3892,6548,3517,3438
-,10,4689,3185,7716,1162,8053,1947,1517,9307,8985
+,4063,963,3780,7771,5077,1597,6712,3299,5673,7449
+,7591,1563,2306,262,8273,7712,9969,1866,8386,5157
+,7183,5914,5967,4166,8884,9422,1509,6256,959,2868
+,2571,2056,2520,4930,2177,1245,1878,4080,1421,6847
+,4634,9804,8766,3530,2007,966,6727,547,8769,147
+,5704,7842,2476,9284,5936,5540,9091,4824,7752,2362
+,7075,3723,592,9699,2707,1826,4810,2484,9087,3395
+,8808,9743,9732,3961,3795,4147,8382,6442,49,8969
+,5791,5926,9367,7088,5287,280,1417,485,3545,6141
+,4217,3350,8857,3356,3800,712,1336,6254,9437,4026
-,7123,6042,4536,1476,5517,4418,3646,2348,5369,8831
+,3603,4114,2029,445,5293,1344,6656,8682,4710,2321
+,4246,6498,9313,2581,7986,9422,989,4556,7639,4100
+,2056,4794,4494,8334,5438,4240,5204,2267,7601,4371
+,6001,3389,5252,905,6950,2790,9372,7413,5063,7304
+,9369,6339,8846,64,4288,7336,3173,2222,3115,4090
+,2567,9002,8165,8119,9486,1995,2708,881,5680,7410
+,7823,9836,8377,902,5209,5794,1204,1782,5850,3907
+,9420,425,6609,9871,748,5452,6104,4935,6677,2716
+,1786,1824,7341,4640,6294,5072,3740,9951,8249,6575
+,9064,7335,1189,7991,5457,8339,9785,7447,6247,215
-,9641,1530,9452,2664,974,4727,8078,8560,1959,6418
+,1993,3123,1491,4018,6902,1966,2973,4816,8510,3421
+,7184,3137,6584,4087,1776,7984,7868,4888,8402,6065
+,8741,1738,4333,9046,854,9220,9944,3884,4228,5091
+,8807,157,6560,124,3408,3262,2717,8126,7225,7311
+,8428,4137,7922,2645,5805,2821,7770,8293,3786,1436
+,6089,9622,1090,72,8748,4674,2781,6836,287,7444
+,3028,616,2430,4463,2855,5882,3932,3108,9673,8719
+,3695,919,5924,6945,4674,5230,415,2242,6617,5278
+,4425,9339,5324,4789,2266,6590,7195,2212,5359,2859
+,5125,6392,8572,2613,1921,7762,2527,5757,5129,1068
-,8863,938,4518,7830,7305,8929,5323,1711,2498,7269
+,7990,4655,8009,9632,8207,718,4525,4335,4650,4010
+,6356,5192,9029,6581,1115,3174,2263,69,1062,6622
+,9109,304,6181,1080,4365,2816,4467,1795,8908,6264
+,7034,6066,9781,6732,6777,8967,9391,8900,2272,3035
+,4603,6411,8836,6500,6973,5485,1615,1408,2092,5128
+,5610,9546,9971,9933,1035,4304,4354,3422,5845,7518
+,6146,3291,2409,4404,4027,7697,3804,3950,4190,7656
+,4146,7798,332,6337,5709,2349,4915,6826,2131,7563
+,9858,5734,9080,6450,618,3401,1648,3099,1018,4945
+,269,3103,5906,7834,5116,3730,7193,4078,5701,2804
-,2596,7506,7180,7067,5975,8365,3022,3297,5829,5255
+,4732,6598,9819,8927,3209,9332,70,7861,3707,3532
+,4801,5618,6588,4681,4072,3012,4178,3895,6980,5182
+,2191,6873,4840,3836,6788,4647,8348,314,7838,4599
+,7708,3711,7002,3999,7813,4693,8435,9398,8422,7857
+,5555,372,1248,9994,8820,934,2355,9027,6675,1226
+,4781,463,944,7212,1683,3916,4810,9156,1073,4932
+,4749,5568,2143,5506,41,9274,9586,5947,4199,6158
+,1871,3298,3006,8121,7441,6035,9991,7209,8656,9807
+,7435,825,3885,614,1179,783,1411,8872,5704,4439
+,3792,3970,4708,5184,3121,6773,9999,1816,9869,5790
-,328,3952,1471,7991,6994,6411,6645,6525,2748,9552
+,7460,7516,5164,5702,9214,947,1002,7340,1794,7411
+,5552,2997,177,4079,5163,3363,7279,3813,2064,7750
+,5290,2888,7211,6952,6811,6633,4118,5111,223,2936
+,5560,9008,7823,107,4407,3021,4901,4501,4269,9812
+,5881,1119,4048,5904,6902,5792,835,1102,2409,6451
+,2869,3954,9079,4453,2035,1432,2783,9995,1862,1321
+,8617,1779,7493,3252,140,5384,7611,5231,7390,6901
+,1990,9545,3416,887,1420,4644,4732,3277,4475,2197
+,7567,6416,2341,4307,7635,2424,2314,2020,6054,3327
+,5318,3563,4222,2739,5964,2801,3747,2918,1460,1713
-,403,3706,6537,3896,9346,9609,9374,1230,4661,9409
+,2541,9866,6395,3617,3454,6142,5254,4053,9249,2719
+,6043,8762,2090,4094,1057,4955,9363,5742,9006,912
+,3810,1181,5693,4598,4462,6790,2393,1513,7964,8037
+,1068,5359,7330,5543,460,4830,625,8317,6644,5745
+,722,5764,9346,572,636,7137,7657,7984,4335,6751
+,7190,7138,7870,1547,9452,9506,2083,1048,3558,8315
+,579,5441,5358,4717,9692,8939,1133,6785,4605,7307
+,7146,6806,6367,6457,3746,8516,7429,7091,6760,3066
+,9380,612,9729,9183,8484,1213,5001,7859,3775,3973
+,2233,5362,2546,1703,9334,4757,5906,9216,5714,5009
-,9297,7558,664,9455,5835,9460,1854,323,105,7387
+,2013,3321,7151,7561,2457,8611,7197,9551,5692,6970
+,4711,8437,4462,6099,3115,4726,716,3231,5383,834
+,6301,507,8450,2185,6501,7175,1840,3855,8065,5555
+,1797,250,7002,658,4979,8556,8227,4212,4976,6939
+,7338,7487,3512,131,3165,3580,6764,9191,3481,350
+,9154,9808,6294,4353,1084,3327,8643,5403,4758,1865
+,4514,9180,8470,7237,7921,9580,5373,2409,4846,4711
+,8533,5699,6716,5660,721,900,7603,7111,418,7155
+,8367,7459,48,4975,5441,8503,9225,9548,1583,5374
+,3923,1238,9977,7993,8694,5852,4899,4794,3033,2028
-,3398,4960,8101,4487,712,3477,9346,5447,1656,8063
+,9532,7405,2976,4610,7942,4226,7482,3439,7461,6930
+,360,7534,4231,186,6383,9488,7485,7555,5131,2799
+,1118,3597,6198,8236,3240,3063,4676,1179,5298,7800
+,7339,508,1565,1899,5108,8370,9575,595,1679,2402
+,9007,8037,818,4648,9809,7700,217,1984,1595,3296
+,9533,8073,8054,7650,3522,774,4195,7139,3562,8601
+,4440,5485,5111,6704,9749,9487,6285,213,2987,3057
+,8602,4085,6238,4910,2707,809,3143,2289,1473,3741
+,1362,6770,5886,3038,8092,4485,60,1357,3959,6887
+,6031,2430,6804,1914,5239,7990,9082,3625,7997,4769
-,6004,6513,2005,5382,6502,940,511,7702,7691,2210
+,9584,7960,5088,7715,6840,3457,7838,6689,1208,787
+,1286,9006,5313,1637,5416,7479,7319,288,3141,8859
+,8753,3373,6277,5462,9893,732,137,2438,7515,1678
+,7853,4442,8453,9510,8074,9052,3578,5241,5886,2671
+,4113,5378,4922,6118,3817,1770,7508,2416,8538,3466
+,8730,1763,6130,2578,8967,1978,5178,8488,3669,8733
+,8443,7158,3434,4362,4723,1765,5301,1418,4788,9610
+,3607,8408,6203,5775,9598,782,5818,7705,7335,1337
+,9583,2834,1665,4345,3832,6387,7239,4930,4268,8810
+,6363,4247,8757,7438,7956,2227,8276,2617,9162,53
-,2707,2533,9634,2629,3226,1446,2389,7085,6309,6076
+,9190,8053,243,7955,8669,3273,4363,5815,8988,6928
+,2827,178,7778,8954,819,9683,2496,5110,111,5411
+,4175,1834,7802,2152,1279,2235,7762,5046,9771,9204
+,8991,6941,8991,7983,6949,9014,8541,2731,5578,3931
+,7051,3017,9496,6563,7161,940,9349,8857,7249,4387
+,2186,4234,4143,7346,6389,2384,8170,6340,4441,7342
+,5593,4832,8318,8429,3259,2157,7668,4303,4558,2995
+,9813,4278,2110,4599,75,7082,5977,4480,5299,3371
+,1100,1561,7135,6418,6639,9727,6360,4507,6021,5844
+,7519,8195,5486,6535,3604,8115,4237,2241,9668,9646
-,5910,8139,4709,6871,9561,8335,4457,7018,8523,9127
+,6890,5924,4117,6760,5527,4145,686,1325,901,209
+,3278,8679,5937,3859,4672,8015,4819,6105,6964,2805
+,6657,2531,6565,5860,8500,4814,2793,1741,3094,1744
+,1757,4218,8776,1347,294,4423,8463,811,1439,3068
+,1997,5321,4282,8154,7778,631,4889,3266,6558,5555
+,5115,1324,3632,1069,8819,8535,5823,3087,8430,7951
+,1245,982,2405,6090,8294,317,937,6060,9577,1570
+,2928,7837,509,973,7610,2970,6466,5920,353,2160
+,9060,797,5646,2471,9498,2827,612,1672,7797,437
+,800,4765,257,5492,4684,6454,9290,6030,5731,132
-,7718,9872,2397,6631,9587,8762,3941,3013,976,4536
+,8283,2917,72,8240,7015,8439,4074,4334,1096,4027
+,9978,1371,5975,2895,6747,7221,7216,2716,1125,6716
+,6263,899,7250,4844,1402,8689,9532,689,3251,4153
+,422,9609,9108,4173,3902,9244,8715,5497,2882,2140
+,2428,3551,3464,2070,6993,5385,3054,9000,7918,2257
+,4202,2713,3860,4821,8066,492,8371,3399,7551,3081
+,7625,2154,2404,9805,8942,7817,1078,7888,1522,1293
+,4136,9863,6764,4753,8441,5067,7032,3032,5578,7496
+,8945,1449,5326,3362,8448,8764,3375,7323,75,6538
+,6429,6564,6745,8097,6384,5890,2831,9004,4153,8896
-,2199,1203,785,120,3201,8580,459,5994,9573,1312
+,9230,5859,9209,4577,5081,6436,5066,2906,7859,5292
+,6687,9140,5399,1631,9820,7685,9660,9136,2249,9584
+,1816,9533,674,6188,3516,8472,557,5007,5853,171
+,8590,6163,8566,6118,7845,1061,4323,3309,4412,2981
+,223,9921,6789,810,393,6796,9261,6285,9279,1784
+,8422,3456,2334,6762,8639,6286,3471,6228,9967,8878
+,2991,7650,9594,6516,5708,5097,1423,2068,9038,137
+,7725,9923,475,204,7584,7275,6583,4051,7805,647
+,921,7871,5891,8605,4148,637,2382,5722,2343,1190
+,7193,1880,2825,4340,3802,8584,2194,8931,8486,2337
-,1988,3965,6901,7472,585,6267,9530,6253,5595,4494
+,8810,7251,4624,3243,5397,473,7163,4824,8755,4142
+,8855,2759,6923,2594,5785,5126,5785,743,4269,6397
+,4344,3980,2472,8805,3827,3510,6884,5320,1249,1319
+,8172,9620,3010,4982,7491,285,3830,8172,2519,7984
+,5718,4575,8694,8302,2177,3986,4380,5266,8554,4989
+,3450,4191,6098,3954,670,9410,5234,8517,5619,9906
+,9792,9779,4785,2419,7749,8753,4207,9507,6414,4326
+,8447,4209,6542,6493,3615,1277,9657,6216,1316,2813
+,7502,4302,3010,8109,5354,9515,9673,3154,3500,6175
+,19,3071,7389,3072,8594,7645,595,9512,1728,9712
-,2458,3693,6343,1351,4179,9183,6411,3763,9850,5705
+,4314,5540,7241,4997,6275,452,1340,292,4024,1593
+,1219,1284,1111,3886,7474,9206,4509,3308,8018,9340
+,9438,6434,6029,4061,4387,2360,5323,4466,1824,5766
+,7151,7251,8997,406,8010,7718,7595,8324,468,2617
+,7870,2804,5633,2470,6659,5792,4464,6088,8477,7115
+,821,7005,3302,4097,5285,762,9433,4377,3044,9859
+,4007,8569,7587,7516,8297,7533,1121,6007,1559,7203
+,8457,141,5191,933,9218,9310,725,9473,4163,2620
+,4835,796,1912,8903,7529,2824,2812,7668,4821,39
+,3770,2246,1577,623,7951,7047,6882,2968,6505,5400
-,6904,6479,3900,9809,2855,2244,3170,9813,5504,8416
+,1142,7599,1590,2921,801,949,7304,7562,8290,9014
+,6543,7817,2367,9069,7048,6332,7538,677,9013,6111
+,4555,9907,3432,2715,5468,6613,2391,5386,3916,4006
+,3740,6977,5078,6947,301,5530,1581,5802,2432,7480
+,6627,1654,5819,5237,2197,6922,131,4274,7701,4393
+,8389,3781,5084,618,9132,8609,9121,3553,6557,8245
+,2402,5554,3043,3644,5671,5212,1775,1663,5150,383
+,1661,575,2386,9085,533,2401,2372,5111,7028,1528
+,2484,7014,117,9312,7819,162,9468,555,5538,2259
+,3429,3759,7328,3064,6116,4333,3238,3622,7300,5355
-,4685,4871,5392,6081,4440,1145,2127,1787,3257,2818
+,5045,1261,7687,6617,1110,7750,9716,4439,6877,740
+,7295,5660,2322,3766,5410,2863,8420,7865,5973,1590
+,2340,64,3442,999,9222,9818,5322,5231,6940,4292
+,4351,7366,2160,6839,7322,6227,8362,370,8221,7705
+,878,5230,5198,806,7409,5151,6320,8667,3373,8774
+,8921,7836,3976,4825,8548,1353,5717,5341,5562,6840
+,3998,5142,6366,963,1238,7614,40,9001,2601,6162
+,4596,9279,3209,8989,3669,1370,1157,2075,5895,9653
+,2466,1397,9530,7525,7220,307,4133,8636,2908,1829
+,8783,446,3603,417,7804,8173,593,27,1814,8357
-,2275,8955,7301,667,1897,1017,6146,9076,7030,9654
+,2412,6429,5039,1486,5410,6287,33,4839,3812,818
+,6640,9514,3833,7307,4189,6260,9802,6637,2663,3436
+,9274,6722,3223,2214,9999,9925,8082,6153,8184,7946
+,623,7568,9989,3210,9826,5591,2221,2633,4690,6832
+,7622,4209,2369,7073,7646,6017,7737,5992,5981,188
+,7801,3107,9337,6045,8615,288,7212,1312,1053,6599
+,6056,1687,6858,5703,1117,2648,7622,143,4616,9567
+,6430,9431,2012,5548,1662,7036,6226,6754,6480,3252
+,7936,173,454,7367,3614,8782,4915,350,9534,9271
+,8411,3650,8212,1958,8351,738,1212,429,1454,6545
-,3568,2211,4405,3030,1275,5936,6956,2963,6703,7678
+,6493,914,1821,7885,8371,7887,9784,2369,3100,219
+,6463,4419,1124,5011,2541,4106,3498,9089,5737,7033
+,8962,7669,3446,6514,917,8989,7887,8936,6167,430
+,404,5768,1282,6342,2188,1722,2400,6377,780,3019
+,3023,631,9479,2347,1471,7524,3670,9769,9320,396
+,6602,8102,4800,6052,533,4849,2312,2032,7422,8508
+,1810,156,7327,1674,6702,8931,42,9043,7334,4705
+,2965,1715,2835,3536,6148,645,1302,6913,2833,8982
+,1625,7213,4304,866,9114,1525,1993,2024,828,9263
+,6643,6862,1379,67,4721,3589,9191,3781,9520,409
-,4417,460,9108,9384,9046,9146,2093,5417,6852,3467
+,6984,969,379,7004,1240,3672,3846,4419,8948,9026
+,3617,7191,5194,276,7764,2296,1907,5922,2927,6399
+,7197,1960,1773,5555,6597,8801,809,4179,2426,3579
+,1182,7790,9922,6527,7957,7432,5105,9723,2434,2581
+,7563,6555,2008,655,6313,1149,5500,9016,835,9042
+,4844,8243,8052,4967,4618,7339,9973,6377,8006,8149
+,8969,5835,7846,2161,7072,9148,9218,8012,2752,7526
+,4639,1722,2191,7029,3480,2899,5181,2516,2036,5864
+,2120,9028,4600,7421,3913,8008,3614,6940,8131,9750
+,8212,5872,4632,8273,6381,4652,1551,6128,8834,7134
-,6100,6292,1789,6918,4230,3743,2389,471,8696,5325
+,2621,1489,3558,9514,4218,5526,2639,4377,8654,5987
+,5153,9237,7492,9577,5890,6572,8070,488,7447,2665
+,1499,3819,3821,9603,7784,2282,801,5231,7323,7303
+,2939,286,9597,2406,6240,2002,9514,8661,9276,1279
+,5878,9579,2102,5490,9136,3622,2639,3242,7244,418
+,2038,7049,1895,4787,6429,9143,2542,6067,5858,5461
+,7707,5122,1490,7312,6822,3451,8374,265,7024,7130
+,6500,1133,4761,3093,9107,3968,9383,3457,1060,6318
+,8217,8668,1274,8380,8877,4291,369,7837,9979,4630
+,8925,3100,322,1376,7704,4601,3743,816,6708,3305
-,7908,730,3729,4500,2992,2835,1874,5052,3583,2372
+,2482,850,330,1165,6270,1332,3075,948,9384,7953
+,3980,3320,210,4113,5146,3391,5034,4306,8270,9495
+,3070,2217,1836,6763,7056,5548,7001,1992,5808,1434
+,9889,9475,664,3229,4251,7687,6885,2822,807,5315
+,3900,933,5940,3500,324,5185,2805,2579,339,3755
+,5571,2147,6410,5970,6445,4373,5160,5444,2063,8229
+,8071,6833,9679,8097,4688,8828,506,8979,732,7158
+,610,5374,9296,7527,4594,4381,1147,9318,7094,8041
+,6652,8419,5065,5564,5476,38,5607,3826,3587,8321
+,9726,2371,2448,8233,9575,9076,3597,5140,3787,7396
-,9408,2939,7367,8079,1381,5057,8660,3535,539,7336
+,2284,9071,6170,8814,7714,1536,330,875,6179,1290
+,4239,7103,6041,66,1779,7320,5920,1277,6189,9162
+,3396,3890,6999,7388,1540,9726,7536,3157,6778,9834
+,3882,7067,812,4302,2748,6492,8571,158,3307,7466
+,3409,3185,7913,578,8931,6260,8073,8847,7167,3823
+,4294,9829,7598,4119,4893,659,3133,1798,6021,6735
+,9512,6453,4097,6401,142,4020,1596,1308,9145,2779
+,2270,2535,1949,4355,1369,4175,5769,2932,6961,9881
+,3698,4044,7691,4135,7103,9037,4845,9134,4125,9523
+,1788,2624,1454,5299,9616,2801,884,1474,2979,5980
-,1982,4197,1663,5946,7035,3056,9692,6310,4857,8834
+,7185,4085,4125,7745,9191,3921,5709,9732,7496,6281
+,1385,205,8889,7677,7375,7018,8292,460,8882,6230
+,6254,2812,1015,5407,9020,5014,3458,3088,4466,4444
+,7956,5116,851,4822,4494,5910,264,2453,6724,4766
+,5185,320,2541,9138,1454,2028,4748,4670,1228,3685
+,6142,5758,7886,747,7053,8369,7319,7380,780,8946
+,1350,8791,9531,2259,5036,9779,9049,4363,2561,4911
+,1693,5725,8545,8179,28,2223,8964,7964,8825,5958
+,6115,5500,7140,1855,9739,6106,3987,1547,2119,2747
+,2032,9460,9640,2263,3027,4838,7626,1998,8602,7596
-,7792,3975,1785,3043,8476,9026,1630,3194,4657,2998
+,2479,5306,8600,6704,223,4403,7452,633,9868,1315
+,9335,9643,398,7352,2514,2443,7153,5899,2079,93
+,2114,4902,8622,2033,1639,9171,6920,2532,3409,1666
+,4263,2913,8183,4603,227,769,2459,9807,4510,7476
+,1533,7596,2082,1468,8948,1567,5799,2937,7142,24
+,1152,8927,7893,8175,9343,5357,9392,6534,6937,2829
+,5888,7997,9041,3640,5051,3166,2945,5006,137,4420
+,401,3855,5446,4118,6298,9876,1036,1451,8095,2069
+,4990,847,1813,1001,5428,2837,6936,5764,4154,2303
+,5835,1576,2659,3342,4770,606,7275,8506,1401,8976
-,4829,5903,5281,8270,4388,5657,4896,269,6,6811
+,3722,3529,8510,7380,1660,6723,4642,9919,677,5641
+,1365,2640,8493,7626,8223,283,6638,5612,4662,4252
+,1167,5760,3668,1980,3570,4836,2751,8948,6522,8744
+,1423,3347,5801,7931,3608,8850,6244,2658,674,4208
+,7741,7808,1938,27,7573,1257,3651,6044,7750,978
+,3000,6312,4629,8715,4852,3560,31,2968,8580,8347
+,49,2950,4177,9925,2470,5300,525,1571,5337,9787
+,874,4243,9440,9002,5508,7224,9867,1543,5454,7973
+,2499,4666,8235,5233,5260,2768,7290,3776,4235,9265
+,5760,2697,8360,5548,6495,3298,3457,4840,6969,4894
-,6185,9869,8127,8618,6522,6707,4352,1420,2582,2055
+,7493,2507,1208,8351,7429,2831,7664,2142,7296,3700
+,6276,8470,7124,8067,3235,9195,9943,8959,9579,253
+,8882,2938,6131,9184,4086,9626,3453,6867,4542,8657
+,2342,8012,2113,8329,8591,214,2416,9659,3702,2482
+,8,1429,8168,3524,7760,4632,5002,1542,3783,7543
+,7953,2346,1184,8755,6530,3202,9417,3741,2771,9614
+,937,3286,9038,8212,3497,4183,470,883,9873,9202
+,7114,1638,8924,557,514,8812,2185,4162,7344,7368
+,1466,3700,8404,5830,6467,5201,8326,5581,5557,3235
+,3136,2974,6724,8418,4206,5164,1852,6764,2693,704
-,383,2752,3519,2657,7492,2903,4059,3578,5535,101
+,827,9137,8813,13,2823,7812,3293,3897,476,5712
+,1652,6384,6743,2804,8329,7835,4465,128,9587,4812
+,265,3626,353,6944,7790,6613,1147,1407,7923,5585
+,5584,364,991,4411,1540,2307,7011,8290,7204,8877
+,8841,3032,9325,4700,3511,891,6361,6223,7298,8808
+,3701,2002,6875,9259,3359,1150,9722,5408,3924,5991
+,6178,9661,7228,5942,1368,9510,9610,6628,2414,2949
+,7982,8399,8334,7330,6492,7006,4000,4029,6956,1760
+,6706,4057,5588,6032,9957,7754,7995,2785,9084,1209
+,2305,1302,8067,4579,2205,3511,504,534,8344,3807
-,8211,4876,3837,566,5104,2372,1431,6892,3146,3896
+,9660,4705,5028,7471,2652,1159,4807,1851,3791,746
+,8910,3756,6090,8810,4697,7264,4360,2286,4758,5594
+,8930,4241,2115,8202,6128,9581,5900,7968,7984,4580
+,5790,5602,128,9589,1057,1528,5085,2043,5305,6121
+,1814,5229,7972,3895,9008,5076,9809,3177,8185,1292
+,4513,5294,2053,4152,1890,5511,9149,3929,4806,6730
+,2417,6691,5480,2177,8220,8476,714,9546,7121,9089
+,7902,4599,2850,2873,1761,741,2089,6764,1530,5522
+,9787,3984,4398,1162,3463,7923,3691,1772,601,7454
+,8004,5876,6225,3391,2124,3254,7838,5558,6555,9268
-,8180,593,868,6471,5757,8184,4666,107,3936,6874
+,9449,6188,3003,9107,6777,4298,5332,7637,4879,3668
+,9911,5713,1116,8188,1103,7397,9489,3696,8148,2639
+,6973,1307,1878,3808,6279,4654,396,4576,309,5481
+,8342,1360,1762,514,7350,411,3556,116,3956,5138
+,6088,5235,4168,9094,5970,718,8615,4004,864,421
+,6518,2780,1140,1684,8149,1366,9045,9251,4556,3756
+,2737,2813,6065,8094,7738,7245,3273,6756,4696,2649
+,1249,6510,7579,4015,4829,8137,5099,602,1600,5462
+,914,6470,696,8841,9332,9132,7064,4108,1658,2170
+,2969,5817,9683,5811,8836,8550,1896,4559,2501,2652
-,9501,8937,9724,5562,1838,3307,2744,7169,5395,4111
+,8666,3999,2967,8500,9287,2106,2065,4295,4850,77
+,6260,2312,6050,7941,764,3254,8111,6073,9430,6623
+,5226,8341,5643,3258,6303,5588,5957,533,2164,5100
+,6636,4241,9332,5778,6244,1851,4405,5831,9073,8237
+,1700,475,2231,7970,4793,611,1556,4492,2411,8448
+,1304,5694,1841,3266,7849,8461,6271,8050,8264,8301
+,3841,7530,9577,5939,2746,5537,4084,3286,65,2650
+,8094,5335,1858,4758,4093,7736,3152,8560,8283,4251
+,8246,4496,8048,1783,6898,456,9538,9770,7091,8975
+,1550,2674,3575,7038,3931,8857,3696,4658,9559,7189
-,2444,8732,2127,9850,7260,9894,1231,7520,3871,9840
+,3948,9440,7193,7694,276,9583,1597,6283,7324,1339
+,2645,5038,4457,8904,7307,7317,851,5760,8776,6454
+,1635,7753,7871,2711,4805,4820,6707,938,1729,6980
+,437,1160,5394,774,1860,6383,4250,6258,8358,2522
+,5425,8971,7435,5039,283,4183,4018,4529,8163,133
+,6378,4526,1726,4253,4007,9170,3548,8625,879,1205
+,7554,1171,3858,1872,1000,6822,9901,5160,8601,6564
+,2975,3317,8290,5616,9914,1782,4960,3169,3862,5851
+,2677,2554,7047,2311,7927,9056,633,3579,3055,2364
+,8842,6087,8733,6927,8602,9301,2545,4398,2902,8431
-,9353,9201,3960,8618,2332,181,604,4224,4804,7288
+,1701,4854,2924,681,2232,6690,6291,6248,7714,3363
+,3404,7300,9141,6253,1919,723,8533,2755,4307,2663
+,7770,434,6139,2888,3240,7281,5845,8778,8091,3725
+,8735,3237,6261,4384,7805,365,9349,9408,1095,4338
+,1890,2064,9863,3398,1990,8619,1358,4871,8868,3920
+,4836,4094,2684,3115,4072,3377,8165,5374,4231,2554
+,4404,652,8025,4027,9091,2922,1906,4575,3518,370
+,9621,2057,470,8003,9831,9677,4097,2526,3473,8460
+,5771,9596,9142,3702,6176,4829,2004,9374,4534,6355
+,1570,1866,7296,9097,1494,8938,3917,1491,7932,9447
-,2770,8631,7076,2702,9226,2779,8013,3579,917,7294
+,7896,6034,9877,5776,7265,7230,7518,4499,2875,1121
+,5184,648,7258,9336,387,4144,3147,9418,6872,4219
+,7758,9309,1410,6753,4640,3206,5712,6855,9886,3408
+,6351,9362,3995,2240,2702,6228,3347,3072,7769,3478
+,5501,1094,2249,9165,7234,2090,5562,3227,7564,1741
+,6560,4827,6028,599,4318,7602,4555,5524,6601,9285
+,4728,6809,1476,6872,37,5622,7628,5434,3013,9628
+,818,9773,6463,8397,5179,5540,9090,1483,7258,8664
+,2206,1777,9634,8377,1121,9661,1245,3325,9698,5757
+,3469,9652,129,6600,7359,4757,8480,625,4299,7574
-,1963,1530,5885,1585,4432,2456,8078,8690,3859,4333
